"01","11----","C",,2104,75308,186
"01","11----","Z",,2559,89838,313
"01","11----","S",,707,20192,171
"01","11----","P",,968,42515,119
"01","21----","C",,4420,334641,120
"01","21----","Z",,2487,141226,87
"01","22----","Z",,96,4605,7
"01","22----","N",,2319,157163,99
"01","23----","C",,22756,1056448,1567
"01","23----","Z",,42083,1812408,3833
"01","23----","S",,3998,105230,1147
"01","23----","P",,9432,463223,803
"01","31----","C",,172988,8721940,1680
"01","31----","Z",,46402,1787201,1653
"01","31----","S",,4448,228476,339
"01","31----","P",,18048,850113,515
"01","31----","O",,148,8355,8
"01","42----","C",,37076,2085580,2222
"01","42----","Z",,25842,1275000,2447
"01","42----","S",,1006,35249,249
"01","42----","P",,6985,306207,471
"01","44----","C",,146084,3267645,7984
"01","44----","Z",,53958,1568410,5982
"01","44----","S",,6555,113895,2009
"01","44----","P",,13281,332261,1704
"01","44----","N",,1204,21213,124
"01","48----","C",,30523,1383376,988
"01","48----","Z",,17687,619225,1188
"01","48----","S",,1568,50977,319
"01","48----","P",,7805,406233,335
"01","48----","N",,247,10273,11
"01","51----","C",,23966,1286397,899
"01","51----","Z",,3608,162947,289
"01","51----","S",,454,8082,52
"01","51----","P",,5754,279797,179
"01","51----","N",,646,26534,45
"01","52----","C",,48594,3296202,3694
"01","52----","Z",,11323,653909,1881
"01","52----","S",,1783,47562,638
"01","52----","P",,2401,138343,515
"01","52----","N",,4903,187119,399
"01","53----","C",,7991,318271,1097
"01","53----","Z",,8236,278251,1350
"01","53----","S",,947,30266,306
"01","53----","P",,5821,203767,1061
"01","53----","N",,229,4913,34
"01","53----","O",,33,780,5
"01","54----","C",,39293,3003583,2021
"01","54----","Z",,38065,2392251,4545
"01","54----","S",,3855,97465,1492
"01","54----","P",,9886,496554,1099
"01","54----","N",,1399,94087,83
"01","55----","C",,7020,613077,346
"01","55----","Z",,3886,365207,147
"01","55----","P",,2600,159989,63
"01","55----","N",,2901,159756,41
"01","56----","C",,48773,1304498,1132
"01","56----","Z",,59940,1531337,1853
"01","56----","S",,9818,328480,604
"01","56----","P",,14666,372757,531
"01","56----","N",,522,24070,78
"01","61----","C",,3326,109515,122
"01","61----","Z",,2361,63781,243
"01","61----","S",,574,7196,89
"01","61----","P",,634,23277,67
"01","61----","N",,22074,629529,322
"01","62----","C",,65507,3260135,2313
"01","62----","Z",,44229,1984999,3835
"01","62----","S",,8604,213130,1363
"01","62----","P",,24332,766349,906
"01","62----","N",,57711,2090142,1813
"01","62----","G",,37165,1972839,41
"01","62----","O",,3001,112582,43
"01","71----","C",,3336,55548,162
"01","71----","Z",,2750,46069,337
"01","71----","P",,2480,47367,203
"01","71----","N",,6360,118921,304
"01","72----","C",,57139,850121,2246
"01","72----","Z",,60392,803861,3088
"01","72----","S",,8235,98228,1113
"01","72----","P",,35205,474989,1867
"01","72----","N",,330,5358,59
"01","81----","C",,11028,352586,1407
"01","81----","Z",,14646,463871,2221
"01","81----","S",,3067,62395,1005
"01","81----","P",,2782,66913,569
"01","81----","N",,48538,926323,5751
"01","99----","S",,77,1414,79
"01","99----","P",,0,122,4
"02","11----","C",,60,5802,20
"02","11----","Z",,390,23532,246
"02","11----","S",,150,6328,113
"02","11----","P",,330,15502,50
"02","21----","C",,11434,1396990,88
"02","21----","Z",,655,77385,36
"02","21----","S",,20,1638,17
"02","21----","P",,908,99611,28
"02","22----","Z",,49,3175,5
"02","22----","S",,41,1688,8
"02","22----","N",,1216,120095,41
"02","23----","C",,9046,744516,414
"02","23----","Z",,7749,688112,1175
"02","23----","S",,1232,69429,566
"02","23----","P",,1125,85969,247
"02","23----","N",,48,3089,19
"02","31----","C",,5525,250424,160
"02","31----","Z",,5058,193669,192
"02","31----","S",,217,7793,84
"02","31----","P",,1496,64972,87
"02","42----","C",,4050,269696,309
"02","42----","Z",,4072,231222,316
"02","42----","S",,132,4581,58
"02","42----","P",,755,50452,70
"02","44----","C",,22114,648527,881
"02","44----","Z",,8201,288784,907
"02","44----","S",,1248,24118,406
"02","44----","P",,1116,32600,248
"02","44----","N",,354,6958,56
"02","48----","C",,13090,997933,356
"02","48----","Z",,4754,279015,424
"02","48----","S",,331,12403,138
"02","48----","P",,827,53034,159
"02","51----","C",,5091,351298,252
"02","51----","Z",,834,26640,55
"02","51----","P",,279,14801,30
"02","51----","N",,282,10626,37
"02","52----","C",,3986,257396,330
"02","52----","Z",,770,49435,161
"02","52----","S",,296,17399,88
"02","53----","C",,1310,78962,198
"02","53----","Z",,1736,81109,353
"02","53----","S",,361,10768,138
"02","53----","P",,1047,32009,181
"02","54----","C",,9838,674892,522
"02","54----","Z",,5180,358480,835
"02","54----","S",,878,37298,331
"02","54----","P",,2648,208169,185
"02","54----","N",,452,24311,56
"02","55----","C",,4846,637055,110
"02","55----","Z",,382,24114,28
"02","55----","P",,347,26259,10
"02","55----","N",,872,45619,17
"02","56----","C",,9778,464557,270
"02","56----","Z",,5248,202622,355
"02","56----","S",,1047,29294,294
"02","56----","P",,2356,119401,163
"02","56----","N",,850,43684,69
"02","61----","Z",,237,5643,30
"02","61----","P",,318,9578,24
"02","61----","N",,2095,56364,162
"02","62----","C",,8592,544082,251
"02","62----","Z",,10080,552783,945
"02","62----","S",,3308,160981,397
"02","62----","P",,2919,133955,198
"02","62----","N",,21545,1030878,648
"02","62----","G",,1014,71466,4
"02","71----","C",,1724,24443,53
"02","71----","Z",,770,24662,159
"02","71----","S",,318,5999,93
"02","71----","P",,575,12005,103
"02","71----","N",,1162,26135,128
"02","72----","C",,6261,188868,357
"02","72----","Z",,11932,285771,799
"02","72----","S",,2125,38907,490
"02","72----","P",,7350,195248,471
"02","72----","N",,164,3982,16
"02","81----","C",,1153,44076,179
"02","81----","Z",,2345,96293,369
"02","81----","S",,883,21407,253
"02","81----","P",,640,16254,123
"02","81----","N",,5004,151535,889
"04","11----","C",,443,12528,42
"04","11----","Z",,437,13983,77
"04","11----","S",,86,1281,22
"04","11----","P",,338,13045,42
"04","21----","Z",,618,29510,74
"04","21----","P",,797,48587,39
"04","22----","P",,71,3857,12
"04","22----","N",,823,60612,47
"04","23----","C",,42481,2338886,2299
"04","23----","Z",,65636,2804108,6628
"04","23----","S",,3015,77438,962
"04","23----","P",,11981,513599,1364
"04","31----","C",,90972,6508112,1413
"04","31----","Z",,32300,1287663,1927
"04","31----","S",,2161,81994,274
"04","31----","P",,10696,438631,575
"04","31----","O",,508,25505,33
"04","42----","C",,55113,3906625,2672
"04","42----","Z",,26477,1277365,2853
"04","42----","S",,1156,45943,269
"04","42----","P",,12710,659350,810
"04","44----","C",,204635,5116464,8259
"04","44----","Z",,61598,1961630,5764
"04","44----","S",,5080,107146,1299
"04","44----","P",,21661,653083,2240
"04","44----","O",,310,8018,14
"04","48----","C",,61180,3001874,1094
"04","48----","Z",,13440,460413,1369
"04","48----","S",,1001,26218,252
"04","48----","P",,5402,198512,431
"04","51----","C",,34812,2172748,1072
"04","51----","Z",,5680,221187,559
"04","51----","S",,549,22378,76
"04","51----","P",,6374,370020,305
"04","51----","N",,386,17444,44
"04","52----","C",,103665,6669924,4565
"04","52----","Z",,13633,873528,2872
"04","52----","S",,1730,56655,757
"04","52----","P",,7450,439919,952
"04","52----","N",,4867,228906,290
"04","52----","O",,640,35530,14
"04","53----","C",,18527,985603,1957
"04","53----","Z",,11428,484329,3802
"04","53----","S",,1749,71383,472
"04","53----","P",,11827,440192,1945
"04","53----","N",,377,11041,49
"04","53----","O",,51,1837,10
"04","54----","C",,58660,4129225,3678
"04","54----","Z",,43954,2307774,9762
"04","54----","S",,3690,102669,1250
"04","54----","P",,20080,1217843,1655
"04","54----","N",,2306,137220,125
"04","54----","O",,1,202,3
"04","55----","C",,33394,3508370,586
"04","55----","Z",,3369,255138,173
"04","55----","P",,2250,154725,89
"04","55----","N",,6914,434648,66
"04","56----","C",,110580,4413956,2220
"04","56----","Z",,86535,2368793,3848
"04","56----","S",,4283,74545,886
"04","56----","P",,30056,901966,1105
"04","56----","N",,1718,83312,86
"04","61----","C",,41022,1359767,418
"04","61----","Z",,6547,188720,693
"04","61----","S",,1971,65294,133
"04","61----","P",,3638,114884,215
"04","61----","N",,18866,580613,597
"04","62----","C",,69306,3674021,3961
"04","62----","Z",,69252,2732092,7875
"04","62----","S",,7460,203014,1296
"04","62----","P",,35921,1344318,1903
"04","62----","N",,129346,6689721,1971
"04","62----","G",,10975,670720,7
"04","71----","C",,7244,431648,303
"04","71----","Z",,5062,98795,572
"04","71----","P",,12812,323240,414
"04","71----","N",,8108,168351,335
"04","72----","C",,83656,1651728,2705
"04","72----","Z",,81084,1223499,4191
"04","72----","S",,12575,191858,1350
"04","72----","P",,74453,1157541,3557
"04","72----","N",,405,8694,38
"04","72----","G",,6540,245220,7
"04","81----","C",,17134,512689,1841
"04","81----","Z",,22577,617757,3425
"04","81----","S",,3398,63452,1032
"04","81----","P",,7462,170772,1065
"04","81----","N",,33592,879931,3395
"04","99----","S",,119,4302,123
"04","99----","P",,13,798,19
"05","11----","C",,1397,50121,138
"05","11----","Z",,1719,67864,294
"05","11----","S",,481,13903,126
"05","11----","P",,560,17065,75
"05","21----","C",,5385,422165,154
"05","21----","Z",,1707,100032,158
"05","21----","S",,111,4072,20
"05","21----","P",,1162,65115,74
"05","22----","C",,4946,416816,180
"05","22----","S",,24,340,6
"05","22----","N",,2732,196561,138
"05","23----","C",,12728,552202,912
"05","23----","Z",,24086,970224,3253
"05","23----","S",,1558,36943,621
"05","23----","P",,2221,90738,380
"05","23----","N",,36,1053,7
"05","31----","C",,110498,4758193,1026
"05","31----","Z",,29466,1078230,1125
"05","31----","S",,1168,40825,181
"05","31----","P",,10881,470613,258
"05","31----","N",,166,3842,5
"05","42----","C",,23055,1289369,1504
"05","42----","Z",,14537,672594,1501
"05","42----","S",,481,11782,130
"05","42----","P",,4268,207127,321
"05","42----","N",,26,1001,6
"05","42----","O",,932,37374,26
"05","44----","C",,82658,1873653,4166
"05","44----","Z",,37780,932221,4351
"05","44----","S",,3874,61253,1176
"05","44----","P",,11864,305489,1056
"05","44----","N",,880,16972,99
"05","44----","O",,951,29243,67
"05","48----","C",,34584,1584579,757
"05","48----","Z",,10156,383131,1090
"05","48----","S",,972,26706,258
"05","48----","P",,3711,157512,240
"05","51----","C",,19047,1035922,561
"05","51----","Z",,2050,70042,229
"05","51----","S",,94,2460,24
"05","51----","P",,4389,296963,132
"05","51----","N",,194,5265,23
"05","52----","C",,27974,1565478,2134
"05","52----","Z",,4254,179866,1323
"05","52----","S",,1095,35118,420
"05","52----","N",,1655,82091,178
"05","53----","C",,3687,141029,607
"05","53----","Z",,5882,185171,1198
"05","53----","S",,399,8506,166
"05","53----","P",,3044,86502,803
"05","53----","N",,202,5752,43
"05","54----","C",,11063,709659,986
"05","54----","Z",,15316,658180,3531
"05","54----","S",,1976,40934,691
"05","54----","P",,4666,264242,504
"05","54----","N",,660,28285,43
"05","55----","C",,30085,3089263,925
"05","55----","Z",,1793,144227,93
"05","55----","S",,8,420,4
"05","55----","P",,583,30831,34
"05","55----","N",,1898,81193,38
"05","56----","C",,22874,626836,650
"05","56----","Z",,25642,829168,1295
"05","56----","S",,1476,25987,327
"05","56----","P",,5991,145154,280
"05","56----","N",,751,31645,70
"05","61----","C",,1194,35907,68
"05","61----","S",,252,2423,48
"05","61----","P",,205,2987,31
"05","61----","N",,12627,279775,311
"05","62----","C",,29222,1437231,1210
"05","62----","Z",,31033,1159214,3281
"05","62----","S",,4646,98705,692
"05","62----","P",,18156,590149,641
"05","62----","N",,73102,2636565,1689
"05","62----","G",,9444,586572,12
"05","71----","C",,2340,47925,110
"05","71----","Z",,1850,29385,278
"05","71----","S",,559,6046,69
"05","71----","P",,1234,30251,134
"05","71----","N",,2808,57006,222
"05","72----","C",,26639,379086,1161
"05","72----","Z",,40641,521010,2247
"05","72----","S",,5650,61416,816
"05","72----","P",,22947,293510,1164
"05","72----","N",,378,6789,51
"05","81----","C",,6556,186790,706
"05","81----","Z",,7594,199183,1548
"05","81----","S",,1640,32051,645
"05","81----","P",,2137,46350,316
"05","81----","N",,24147,471904,3387
"05","99----","C",,1,186,4
"05","99----","N",,20,358,18
"06","11----","C",,5822,263933,420
"06","11----","Z",,12557,405545,622
"06","11----","S",,1968,57826,473
"06","11----","P",,3447,135173,329
"06","11----","N",,287,8072,29
"06","11----","O",,825,38692,37
"06","21----","C",,17764,1844486,408
"06","21----","Z",,4690,348140,236
"06","21----","S",,960,80122,53
"06","21----","P",,2169,167489,107
"06","22----","Z",,552,31844,91
"06","22----","P",,486,39919,46
"06","22----","N",,1381,119630,172
"06","23----","C",,222090,13813306,14987
"06","23----","Z",,320315,17711134,30290
"06","23----","S",,47394,1370031,18581
"06","23----","P",,23223,1446452,2209
"06","23----","N",,891,52164,96
"06","31----","C",,708481,51998614,15411
"06","31----","Z",,327424,14607736,14535
"06","31----","S",,30129,842299,4899
"06","31----","P",,71892,3644144,3183
"06","31----","N",,212,10357,17
"06","31----","O",,8703,449319,109
"06","42----","C",,504768,46450559,27741
"06","42----","Z",,254597,13618140,24350
"06","42----","S",,13652,477480,3248
"06","42----","P",,56416,3090922,3744
"06","42----","N",,582,22930,69
"06","42----","O",,3946,228348,117
"06","44----","C",,1048702,28437319,44453
"06","44----","Z",,374534,12170054,33864
"06","44----","S",,72688,1440108,18412
"06","44----","P",,75024,2440030,8695
"06","44----","N",,20203,512573,1226
"06","44----","O",,4631,108691,169
"06","48----","C",,305201,14986944,8546
"06","48----","Z",,99678,4070691,8241
"06","48----","S",,10596,306628,2751
"06","48----","P",,24219,1159654,1650
"06","48----","N",,4887,209892,188
"06","51----","C",,486803,62158691,11327
"06","51----","Z",,42850,3571758,6958
"06","51----","S",,4610,277099,674
"06","51----","P",,40550,3498199,2148
"06","51----","N",,6714,369509,409
"06","51----","O",,591,33827,19
"06","52----","C",,412318,41391882,24589
"06","52----","Z",,73263,6038904,12420
"06","52----","S",,23346,1334866,7113
"06","52----","P",,39002,6936048,4085
"06","52----","N",,39073,2978861,1585
"06","52----","O",,2196,206724,134
"06","53----","C",,108819,6700513,13754
"06","53----","Z",,90876,4548030,18675
"06","53----","S",,17641,516728,6096
"06","53----","P",,53080,2523581,10674
"06","53----","N",,6406,233385,637
"06","53----","O",,451,17794,124
"06","54----","C",,561708,58795484,32710
"06","54----","Z",,306181,19345886,53255
"06","54----","S",,58878,2322846,19033
"06","54----","P",,181999,15896965,11035
"06","54----","N",,39349,3194007,1219
