"01","113110","C",,70,4168,12
"01","113310","C",,1116,41760,126
"01","113310","Z",,1758,64398,194
"01","113310","S",,600,18090,140
"01","113310","P",,554,20287,77
"01","114112","Z",,29,911,13
"01","115111","C",,78,2120,5
"01","115112","Z",,3,118,3
"01","115210","Z",,52,1439,16
"01","115310","C",,243,6959,26
"01","115310","Z",,259,11961,59
"01","115310","S",,38,763,12
"01","211111","C",,374,37253,14
"01","211111","P",,70,6325,6
"01","212111","C",,196,13391,7
"01","212111","Z",,784,41950,14
"01","212312","Z",,154,6805,5
"01","212313","C",,70,2983,4
"01","212321","C",,50,1436,10
"01","212321","P",,61,2489,7
"01","213111","Z",,164,9811,6
"01","213112","C",,359,23995,16
"01","213112","Z",,386,17561,22
"01","213113","C",,254,11877,5
"01","221122","N",,1530,105251,51
"01","221310","C",,124,4376,14
"01","221310","N",,226,7643,44
"01","221320","C",,94,4347,12
"01","236115","C",,251,12946,72
"01","236115","Z",,867,29501,285
"01","236115","S",,163,3737,77
"01","236115","P",,172,5753,35
"01","236116","C",,93,5562,12
"01","236116","Z",,259,15636,25
"01","236116","S",,9,92,3
"01","236117","C",,441,28988,41
"01","236117","Z",,747,34918,144
"01","236117","S",,40,1324,14
"01","236117","P",,117,5530,21
"01","236118","C",,383,14336,94
"01","236118","Z",,981,33377,312
"01","236118","S",,336,7334,119
"01","236118","P",,281,8449,75
"01","236210","C",,311,17060,16
"01","236210","Z",,2081,138259,41
"01","236210","P",,250,16497,14
"01","236220","C",,2323,116561,148
"01","236220","Z",,3959,191285,328
"01","236220","S",,249,7839,44
"01","236220","P",,2997,196257,84
"01","237110","C",,468,18382,30
"01","237110","Z",,1079,44558,75
"01","237120","C",,693,43087,18
"01","237120","Z",,770,43066,15
"01","237130","C",,3208,177321,42
"01","237130","Z",,1762,83814,43
"01","237130","P",,51,1172,10
"01","237210","C",,54,2810,21
"01","237210","Z",,123,5030,42
"01","237210","P",,81,3102,30
"01","237310","C",,1906,81789,75
"01","237310","Z",,2278,96720,86
"01","237990","C",,87,4536,14
"01","237990","Z",,580,23480,48
"01","237990","P",,225,8671,15
"01","238110","C",,380,16454,30
"01","238110","Z",,1176,44005,88
"01","238110","S",,131,3052,33
"01","238110","P",,119,3462,23
"01","238120","C",,174,6107,11
"01","238120","Z",,431,16050,34
"01","238130","S",,44,1002,22
"01","238140","C",,348,14239,31
"01","238140","Z",,640,23665,76
"01","238140","S",,168,2327,45
"01","238150","C",,138,5554,12
"01","238150","Z",,541,21527,35
"01","238160","C",,444,15401,52
"01","238160","Z",,814,27884,78
"01","238160","S",,149,2709,45
"01","238160","P",,129,2632,18
"01","238170","C",,97,3814,13
"01","238170","Z",,201,6051,41
"01","238170","S",,24,411,15
"01","238170","P",,23,513,5
"01","238190","C",,204,10019,11
"01","238190","Z",,420,17144,30
"01","238210","C",,2588,121285,185
"01","238210","Z",,6107,254078,447
"01","238210","S",,408,12251,118
"01","238210","P",,683,24314,79
"01","238220","C",,3614,162756,299
"01","238220","Z",,7472,315146,654
"01","238220","S",,592,15745,205
"01","238220","P",,778,30637,121
"01","238290","C",,926,46367,31
"01","238290","Z",,1328,61239,45
"01","238310","C",,567,22201,52
"01","238310","Z",,1526,50426,99
"01","238310","P",,120,3396,18
"01","238320","C",,512,17596,47
"01","238320","Z",,759,24106,125
"01","238320","S",,173,3492,66
"01","238320","P",,103,2114,19
"01","238330","Z",,333,13015,66
"01","238340","C",,65,3480,9
"01","238340","Z",,204,7346,34
"01","238340","S",,43,937,17
"01","238350","C",,146,4211,24
"01","238350","Z",,485,14793,98
"01","238390","Z",,332,12298,40
"01","238390","P",,102,3649,9
"01","238910","C",,1301,48003,83
"01","238910","Z",,2594,116322,226
"01","238910","S",,724,25675,81
"01","238910","P",,550,20078,67
"01","238990","C",,898,29439,65
"01","238990","Z",,1106,44106,126
"01","238990","S",,183,4430,53
"01","238990","P",,166,6233,36
"01","311119","C",,499,20483,17
"01","311119","Z",,111,5276,7
"01","311119","S",,9,127,3
"01","311119","P",,53,2110,4
"01","311611","S",,37,488,10
"01","311611","P",,30,423,4
"01","311612","Z",,379,13050,8
"01","311615","C",,19717,493030,28
"01","311710","Z",,339,6960,12
"01","311811","Z",,157,2548,15
"01","311811","P",,45,570,13
"01","312111","C",,870,49651,5
"01","312120","Z",,23,1126,8
"01","312120","P",,33,949,8
"01","313110","C",,1155,38379,6
"01","313210","C",,1017,28623,6
"01","313220","Z",,22,600,3
"01","314120","C",,28,579,4
"01","314120","Z",,243,7416,12
"01","314910","Z",,243,7412,13
"01","314999","C",,112,2464,6
"01","315110","C",,849,24696,11
"01","316998","Z",,24,514,5
"01","321113","C",,1531,71485,27
"01","321113","Z",,1694,71969,37
"01","321113","S",,24,571,6
"01","321114","C",,112,6787,4
"01","321114","Z",,568,23549,10
"01","321211","C",,148,4615,5
"01","321211","Z",,362,12616,5
"01","321214","C",,99,3127,4
"01","321214","Z",,143,4343,7
"01","321911","C",,558,17171,10
"01","321911","Z",,109,3965,11
"01","321912","C",,369,12259,10
"01","321912","Z",,363,11753,18
"01","321912","P",,144,4526,8
"01","321918","Z",,225,6303,8
"01","321920","C",,288,8102,15
"01","321920","Z",,575,16217,19
"01","321920","S",,57,1284,8
"01","321920","P",,162,5147,12
"01","321991","Z",,311,8960,6
"01","321992","C",,83,3655,3
"01","321999","Z",,178,5297,8
"01","322121","C",,4447,362177,6
"01","322130","C",,2835,238086,8
"01","322211","C",,692,34957,11
"01","322212","C",,694,35444,6
"01","322219","C",,173,8438,6
"01","322220","C",,182,8174,4
"01","323111","C",,1266,53210,65
"01","323111","Z",,1413,54379,117
"01","323111","P",,76,1948,19
"01","323113","Z",,157,3884,34
"01","323113","P",,137,4052,18
"01","323120","Z",,27,988,4
"01","324121","Z",,103,5553,5
"01","324122","C",,277,16339,5
"01","324122","Z",,217,15635,4
"01","325180","C",,1091,88396,18
"01","325199","C",,1775,131082,10
"01","325211","C",,2468,191381,14
"01","325211","Z",,90,3647,3
"01","325211","P",,304,16627,3
"01","325311","C",,201,10254,4
"01","325314","C",,91,4078,4
"01","325314","P",,72,3748,3
"01","325411","Z",,183,11482,3
"01","325414","C",,151,8009,3
"01","325510","C",,715,35690,11
"01","325998","C",,158,7544,9
"01","326113","C",,536,32916,4
"01","326140","P",,469,18712,4
"01","326191","Z",,72,1861,5
"01","326199","C",,4890,209753,37
"01","326199","Z",,1361,55209,27
"01","326199","P",,486,21240,11
"01","326212","C",,111,3307,7
"01","326291","C",,84,2875,3
"01","326299","C",,421,15691,6
"01","326299","Z",,157,6501,5
"01","327120","C",,776,33010,14
"01","327120","Z",,272,17488,8
"01","327215","C",,943,49775,7
"01","327310","C",,447,46824,5
"01","327320","Z",,465,17996,21
"01","327390","Z",,196,6766,18
"01","327410","C",,354,22898,5
"01","327991","C",,116,3866,9
"01","327991","Z",,95,3086,15
"01","327991","S",,16,342,3
"01","327991","P",,48,1712,5
"01","327992","C",,31,1690,4
